dt_time,ozone
24-02-2024 03:34:00,18.67
24-02-2024 03:35:00,18.98
24-02-2024 03:36:00,18.82
24-02-2024 03:37:00,18.87
24-02-2024 03:38:00,18.67
24-02-2024 03:39:00,18.68
24-02-2024 03:40:00,19.18
24-02-2024 03:41:00,19.22
24-02-2024 03:42:00,19.19
24-02-2024 03:43:00,18.35
24-02-2024 03:44:00,16.92
24-02-2024 03:45:00,13.61
24-02-2024 03:46:00,13.29
24-02-2024 03:47:00,12.33
24-02-2024 03:48:00,11.8
24-02-2024 03:49:00,12.87
24-02-2024 03:50:00,12.91
24-02-2024 03:51:00,13.89
24-02-2024 03:52:00,14.26
24-02-2024 03:53:00,14.51
24-02-2024 03:54:00,15.12
24-02-2024 03:55:00,14.71
24-02-2024 03:56:00,14.1
24-02-2024 03:57:00,13.42
24-02-2024 03:58:00,13.26
24-02-2024 03:59:00,13.97
24-02-2024 04:00:00,15.14
24-02-2024 04:01:00,17.49
24-02-2024 04:02:00,18.23
24-02-2024 04:03:00,19.21
24-02-2024 04:04:00,20.45
24-02-2024 04:05:00,20.77
24-02-2024 04:06:00,21.35
24-02-2024 04:07:00,21.53
24-02-2024 04:08:00,21.15
24-02-2024 04:09:00,21.01
24-02-2024 04:10:00,20.38
24-02-2024 04:11:00,19.6
24-02-2024 04:12:00,19.24
24-02-2024 04:13:00,18.79
24-02-2024 04:14:00,18.35
24-02-2024 04:15:00,18.49
24-02-2024 04:16:00,18.52
24-02-2024 04:17:00,18.83
24-02-2024 04:18:00,18.83
24-02-2024 04:19:00,18.53
24-02-2024 04:20:00,18.23
24-02-2024 04:21:00,18.09
24-02-2024 04:22:00,18.51
24-02-2024 04:23:00,18.81
24-02-2024 04:24:00,18.45
24-02-2024 04:25:00,17.92
24-02-2024 04:26:00,17.85
24-02-2024 04:27:00,18.05
24-02-2024 04:28:00,18.62
24-02-2024 04:29:00,19.14
24-02-2024 04:30:00,18.69
24-02-2024 04:31:00,17.91
24-02-2024 04:32:00,16.59
24-02-2024 04:33:00,15.58
24-02-2024 04:34:00,15.99
24-02-2024 04:35:00,16.11
24-02-2024 04:36:00,15.27
24-02-2024 04:37:00,14.07
24-02-2024 04:38:00,13.74
24-02-2024 04:39:00,12.86
24-02-2024 04:40:00,12.71
24-02-2024 04:41:00,11.44
24-02-2024 04:42:00,11
24-02-2024 04:43:00,11.08
24-02-2024 04:44:00,12.4
24-02-2024 04:45:00,13.7
24-02-2024 04:46:00,15.29
24-02-2024 04:47:00,15.52
24-02-2024 04:48:00,13.72
24-02-2024 04:49:00,12.71
24-02-2024 04:50:00,11.73
24-02-2024 04:51:00,13.06
24-02-2024 04:52:00,14.21
24-02-2024 04:53:00,14.33
24-02-2024 04:54:00,13.66
24-02-2024 04:55:00,14.28
24-02-2024 04:56:00,14.79
24-02-2024 04:57:00,14.89
24-02-2024 04:58:00,14.02
24-02-2024 04:59:00,13.16
24-02-2024 05:00:00,12.12
24-02-2024 05:01:00,11.83
24-02-2024 05:02:00,12.09
24-02-2024 05:03:00,14.75
24-02-2024 05:04:00,15.24
24-02-2024 05:05:00,15.53
24-02-2024 05:06:00,15.05
24-02-2024 05:07:00,14.14
24-02-2024 05:08:00,14.63
24-02-2024 05:09:00,15.47
24-02-2024 05:10:00,15.53
24-02-2024 05:11:00,14.93
24-02-2024 05:12:00,13.38
24-02-2024 05:13:00,12.34
24-02-2024 05:14:00,11.32
24-02-2024 05:15:00,10.06
24-02-2024 05:16:00,8.85
24-02-2024 05:17:00,7.79
24-02-2024 05:18:00,7.2
24-02-2024 05:19:00,7.44
24-02-2024 05:20:00,8.13
24-02-2024 05:21:00,8
24-02-2024 05:22:00,7.43
24-02-2024 05:23:00,6.7
24-02-2024 05:24:00,6.33
24-02-2024 05:25:00,6.05
24-02-2024 05:26:00,5.86
24-02-2024 05:27:00,5.55
24-02-2024 05:28:00,5.18
24-02-2024 05:29:00,5.15
24-02-2024 05:30:00,5.42
24-02-2024 05:31:00,6.01
24-02-2024 05:32:00,6.82
24-02-2024 05:33:00,7.66
24-02-2024 05:34:00,8.14
24-02-2024 05:35:00,8.32
24-02-2024 05:36:00,8.82
24-02-2024 05:37:00,9.73
24-02-2024 05:38:00,11.02
24-02-2024 05:39:00,11.93
24-02-2024 05:40:00,11.8
24-02-2024 05:41:00,11.01
24-02-2024 05:42:00,10.34
24-02-2024 05:43:00,10.01
24-02-2024 05:44:00,9.89
24-02-2024 05:45:00,10.38
24-02-2024 05:46:00,10.02
24-02-2024 05:47:00,9.4
24-02-2024 05:48:00,8.63
24-02-2024 05:49:00,7.14
24-02-2024 05:50:00,6.84
24-02-2024 05:51:00,7.11
24-02-2024 05:52:00,7.65
24-02-2024 05:53:00,8.05
24-02-2024 05:54:00,8.21
24-02-2024 05:55:00,8.3
24-02-2024 05:56:00,8.26
24-02-2024 05:57:00,8.44
24-02-2024 05:58:00,8.31
24-02-2024 05:59:00,8.52
24-02-2024 06:00:00,8.97
24-02-2024 06:01:00,9.25
24-02-2024 06:02:00,9.24
24-02-2024 06:03:00,9.08
24-02-2024 06:04:00,9.12
24-02-2024 06:05:00,9.77
24-02-2024 06:06:00,10.28
24-02-2024 06:07:00,10.24
24-02-2024 06:08:00,9.77
24-02-2024 06:09:00,8.86
24-02-2024 06:10:00,8.44
24-02-2024 06:11:00,8.26
24-02-2024 06:12:00,8.02
24-02-2024 06:13:00,7.93
24-02-2024 06:14:00,7.67
24-02-2024 06:15:00,7.17
24-02-2024 06:16:00,6.47
24-02-2024 06:17:00,5.48
24-02-2024 06:18:00,4.76
24-02-2024 06:19:00,4.65
24-02-2024 06:20:00,4.62
24-02-2024 06:21:00,4.52
24-02-2024 06:22:00,4.72
24-02-2024 06:23:00,4.75
24-02-2024 06:24:00,4.99
24-02-2024 06:25:00,5.35
24-02-2024 06:26:00,5.45
24-02-2024 06:27:00,5.45
24-02-2024 06:28:00,5.97
24-02-2024 06:29:00,5.84
24-02-2024 06:30:00,5.69
24-02-2024 06:31:00,5.57
24-02-2024 06:32:00,5.11
24-02-2024 06:33:00,5.28
24-02-2024 06:34:00,5.51
24-02-2024 06:35:00,5.59
24-02-2024 06:36:00,5.74
24-02-2024 06:37:00,5.63
24-02-2024 06:38:00,5.26
24-02-2024 06:39:00,5.17
24-02-2024 06:40:00,4.99
24-02-2024 06:41:00,5.06
24-02-2024 06:42:00,5.09
24-02-2024 06:43:00,4.94
24-02-2024 06:44:00,4.68
24-02-2024 06:45:00,4.58
24-02-2024 06:46:00,4.64
24-02-2024 06:47:00,4.7
24-02-2024 06:48:00,5.42
24-02-2024 06:49:00,5.55
24-02-2024 06:50:00,5.62
24-02-2024 06:51:00,5.84
24-02-2024 06:52:00,6.03
24-02-2024 06:53:00,6.5
24-02-2024 06:54:00,6.7
24-02-2024 06:55:00,6.66
24-02-2024 06:56:00,5.86
24-02-2024 06:57:00,5.5
24-02-2024 06:58:00,5.39
24-02-2024 06:59:00,5.38
24-02-2024 07:00:00,6.84
24-02-2024 07:01:00,7.51
24-02-2024 07:02:00,7.16
24-02-2024 07:03:00,7.29
24-02-2024 07:04:00,6.71
24-02-2024 07:05:00,6.94
24-02-2024 07:06:00,7.4
24-02-2024 07:07:00,8.19
24-02-2024 07:08:00,9.01
24-02-2024 07:09:00,9.72
24-02-2024 07:10:00,10.33
24-02-2024 07:11:00,10.32
24-02-2024 07:12:00,10.28
24-02-2024 07:13:00,9.73
24-02-2024 07:14:00,9.39
24-02-2024 07:15:00,9.37
24-02-2024 07:16:00,9.33
24-02-2024 07:17:00,9.59
24-02-2024 07:18:00,9.67
24-02-2024 07:19:00,10.21
24-02-2024 07:20:00,11.08
24-02-2024 07:21:00,12.06
24-02-2024 07:22:00,11.68
24-02-2024 07:23:00,11.43
24-02-2024 07:24:00,10.71
24-02-2024 07:25:00,10.37
24-02-2024 07:26:00,11.09
24-02-2024 07:27:00,11.15
24-02-2024 07:28:00,11.38
24-02-2024 07:29:00,11.4
24-02-2024 07:30:00,11.57
24-02-2024 07:31:00,11.81
24-02-2024 07:32:00,12.74
24-02-2024 07:33:00,12.76
24-02-2024 07:34:00,12.51
24-02-2024 07:35:00,12.77
24-02-2024 07:36:00,12.18
24-02-2024 07:37:00,12.22
24-02-2024 07:38:00,12.22
24-02-2024 07:39:00,11.99
24-02-2024 07:40:00,12.36
24-02-2024 07:41:00,12.12
24-02-2024 07:42:00,11.63
24-02-2024 07:43:00,10.94
24-02-2024 07:44:00,10.25
24-02-2024 07:45:00,10.41
24-02-2024 07:46:00,10.8
24-02-2024 07:47:00,11.4
24-02-2024 07:48:00,11.71
24-02-2024 07:49:00,12.23
24-02-2024 07:50:00,12.14
24-02-2024 07:51:00,12.11
24-02-2024 07:52:00,12.68
24-02-2024 07:53:00,12.74
24-02-2024 07:54:00,13.13
24-02-2024 07:55:00,13.15
24-02-2024 07:56:00,13.05
24-02-2024 07:57:00,13.37
24-02-2024 07:58:00,14
24-02-2024 07:59:00,15.21
24-02-2024 08:00:00,15.91
24-02-2024 08:01:00,16.2
24-02-2024 08:02:00,16.48
24-02-2024 08:03:00,16.47
24-02-2024 08:04:00,16.67
24-02-2024 08:05:00,16.74
24-02-2024 08:06:00,17.79
24-02-2024 08:07:00,18.79
24-02-2024 08:08:00,20.3
24-02-2024 08:09:00,21.6
24-02-2024 08:10:00,21.92
24-02-2024 08:11:00,22.34
24-02-2024 08:12:00,22.77
24-02-2024 08:13:00,23.03
24-02-2024 08:14:00,23.49
24-02-2024 08:15:00,23.67
24-02-2024 08:16:00,23.89
24-02-2024 08:17:00,24.02
24-02-2024 08:18:00,24.03
24-02-2024 08:19:00,23.92
24-02-2024 08:20:00,24.11
24-02-2024 08:21:00,24.54
24-02-2024 08:22:00,24.83
24-02-2024 08:23:00,25.2
24-02-2024 08:24:00,25.5
24-02-2024 08:25:00,25.58
24-02-2024 08:26:00,25.61
24-02-2024 08:27:00,25.47
24-02-2024 08:28:00,24.91
24-02-2024 08:29:00,24.49
24-02-2024 08:30:00,24.03
24-02-2024 08:31:00,23.58
24-02-2024 08:32:00,23.18
24-02-2024 08:33:00,22.8
24-02-2024 08:34:00,22.35
24-02-2024 08:35:00,22.1
24-02-2024 08:36:00,22.19
24-02-2024 08:37:00,21.97
24-02-2024 08:38:00,21.84
24-02-2024 08:39:00,21.39
24-02-2024 08:40:00,21.08
24-02-2024 08:41:00,20.83
24-02-2024 08:42:00,20.78
24-02-2024 08:43:00,21.66
24-02-2024 08:44:00,22.22
24-02-2024 08:45:00,23.11
24-02-2024 08:46:00,23.97
24-02-2024 08:47:00,24.4
24-02-2024 08:48:00,25.33
24-02-2024 08:49:00,26.05
24-02-2024 08:50:00,26.74
24-02-2024 08:51:00,27.19
24-02-2024 08:52:00,26.64
24-02-2024 08:53:00,25.7
24-02-2024 08:54:00,24.73
24-02-2024 08:55:00,23.57
24-02-2024 08:56:00,23.26
24-02-2024 08:57:00,23.7
24-02-2024 08:58:00,24.31
24-02-2024 08:59:00,25.18
24-02-2024 09:00:00,26.62
24-02-2024 09:01:00,26.93
24-02-2024 09:02:00,27.44
24-02-2024 09:03:00,27.61
24-02-2024 09:04:00,27.71
24-02-2024 09:05:00,28.04
24-02-2024 09:06:00,29.56
24-02-2024 09:07:00,30.48
24-02-2024 09:08:00,31.18
24-02-2024 09:09:00,31.75
24-02-2024 09:10:00,32.03
24-02-2024 09:11:00,32.31
24-02-2024 09:12:00,32.55
24-02-2024 09:13:00,32.54
24-02-2024 09:14:00,32.9
24-02-2024 09:15:00,33.47
24-02-2024 09:16:00,34.1
24-02-2024 09:17:00,34.34
24-02-2024 09:18:00,32.58
24-02-2024 09:19:00,32.4
24-02-2024 09:20:00,33.41
24-02-2024 09:21:00,33.75
24-02-2024 09:22:00,34.39
24-02-2024 09:23:00,33.89
24-02-2024 09:24:00,32.98
24-02-2024 09:25:00,33.03
24-02-2024 09:26:00,33.61
24-02-2024 09:27:00,34.52
24-02-2024 09:28:00,36.08
24-02-2024 09:29:00,36.57
24-02-2024 09:30:00,36.21
24-02-2024 09:31:00,35.43
24-02-2024 09:32:00,34.77
24-02-2024 09:33:00,35.33
24-02-2024 09:34:00,36.34
24-02-2024 09:35:00,36.53
24-02-2024 09:36:00,36.4
24-02-2024 09:37:00,35.17
24-02-2024 09:38:00,34.2
24-02-2024 09:39:00,34.61
24-02-2024 09:40:00,35.2
24-02-2024 09:41:00,35.87
24-02-2024 09:42:00,36.19
24-02-2024 09:43:00,35.27
24-02-2024 09:44:00,34.38
24-02-2024 09:45:00,33.41
24-02-2024 09:46:00,33.42
24-02-2024 09:47:00,33.75
24-02-2024 09:48:00,35.12
24-02-2024 09:49:00,37.27
24-02-2024 09:50:00,39.78
24-02-2024 09:51:00,41.17
24-02-2024 09:52:00,43.05
24-02-2024 09:53:00,44.29
24-02-2024 09:54:00,44.08
24-02-2024 09:55:00,43.32
24-02-2024 09:56:00,40.79
24-02-2024 09:57:00,40.2
24-02-2024 09:58:00,38.84
24-02-2024 09:59:00,37.58
24-02-2024 10:00:00,37.52
24-02-2024 10:01:00,38.73
24-02-2024 10:02:00,40.03
24-02-2024 10:03:00,41.51
24-02-2024 10:04:00,41.39
24-02-2024 10:05:00,39.18
24-02-2024 10:06:00,39.93
24-02-2024 10:07:00,40.71
24-02-2024 10:08:00,41.92
24-02-2024 10:09:00,42.92
24-02-2024 10:10:00,42.91
24-02-2024 10:11:00,42.81
24-02-2024 10:12:00,42.5
24-02-2024 10:13:00,42.35
24-02-2024 10:14:00,42.62
24-02-2024 10:15:00,40.79
24-02-2024 10:16:00,37.81
24-02-2024 10:17:00,36.06
24-02-2024 10:18:00,37.13
24-02-2024 10:19:00,38.03
24-02-2024 10:20:00,41.61
24-02-2024 10:21:00,44.6
24-02-2024 10:22:00,44.93
24-02-2024 10:23:00,46.23
24-02-2024 10:24:00,46.04
24-02-2024 10:25:00,44.78
24-02-2024 10:26:00,43.76
24-02-2024 10:27:00,43.12
24-02-2024 10:28:00,42.69
24-02-2024 10:29:00,42.64
24-02-2024 10:30:00,43.59
24-02-2024 10:31:00,44.06
24-02-2024 10:32:00,46.28
24-02-2024 10:33:00,46.37
24-02-2024 10:34:00,48.36
24-02-2024 10:35:00,49.77
24-02-2024 10:36:00,50.46
24-02-2024 10:37:00,51.54
24-02-2024 10:38:00,50.14
24-02-2024 10:39:00,48.63
24-02-2024 10:40:00,46.82
24-02-2024 10:41:00,45.1
24-02-2024 10:42:00,44.3
24-02-2024 10:43:00,44.76
24-02-2024 10:44:00,45.61
24-02-2024 10:45:00,46.3
24-02-2024 10:46:00,47.42
24-02-2024 10:47:00,48.76
24-02-2024 10:48:00,50.22
24-02-2024 10:49:00,50.34
24-02-2024 10:50:00,48.84
24-02-2024 10:51:00,47.79
24-02-2024 10:52:00,46.78
24-02-2024 10:53:00,45.86
24-02-2024 10:54:00,45.94
24-02-2024 10:55:00,47.07
24-02-2024 10:56:00,48.37
24-02-2024 10:57:00,50.01
24-02-2024 10:58:00,49.01
24-02-2024 10:59:00,47.37
24-02-2024 11:00:00,49.85
24-02-2024 11:01:00,51.21
24-02-2024 11:02:00,53.69
24-02-2024 11:03:00,53.96
24-02-2024 11:04:00,53.17
24-02-2024 11:05:00,52.21
24-02-2024 11:06:00,51.6
24-02-2024 11:07:00,51.21
24-02-2024 11:08:00,50.56
24-02-2024 11:09:00,50.47
24-02-2024 11:10:00,53.99
24-02-2024 11:11:00,55.42
24-02-2024 11:12:00,57.8
24-02-2024 11:13:00,58.32
24-02-2024 11:14:00,57.35
24-02-2024 11:15:00,56.34
24-02-2024 11:16:00,55.74
24-02-2024 11:17:00,54.84
24-02-2024 11:18:00,53.59
24-02-2024 11:19:00,52.92
24-02-2024 11:20:00,52.27
24-02-2024 11:21:00,53.83
24-02-2024 11:22:00,54.66
24-02-2024 11:23:00,55.11
24-02-2024 11:24:00,55.18
24-02-2024 11:25:00,54.67
24-02-2024 11:26:00,54.49
24-02-2024 11:27:00,54.48
24-02-2024 11:28:00,54.73
24-02-2024 11:29:00,54.31
24-02-2024 11:30:00,53.92
24-02-2024 11:31:00,53.04
24-02-2024 11:32:00,51.43
24-02-2024 11:33:00,50.2
24-02-2024 11:34:00,51.64
24-02-2024 11:35:00,52.65
24-02-2024 11:36:00,53.82
24-02-2024 11:37:00,53.96
24-02-2024 11:38:00,54.06
24-02-2024 11:39:00,54.24
24-02-2024 11:40:00,54.62
24-02-2024 11:41:00,55.26
24-02-2024 11:42:00,55
24-02-2024 11:43:00,54.78
24-02-2024 11:44:00,55.21
24-02-2024 11:45:00,56.76
24-02-2024 11:46:00,58.2
24-02-2024 11:47:00,59.94
24-02-2024 11:48:00,61.09
24-02-2024 11:49:00,59.92
24-02-2024 11:50:00,58.55
24-02-2024 11:51:00,56.63
24-02-2024 11:52:00,54.5
24-02-2024 11:53:00,54.06
24-02-2024 11:54:00,53.07
24-02-2024 11:55:00,52.16
24-02-2024 11:56:00,51.14
24-02-2024 11:57:00,53.43
24-02-2024 11:58:00,55.67
24-02-2024 11:59:00,57.86
24-02-2024 12:00:00,58.31
24-02-2024 12:01:00,58.58
24-02-2024 12:02:00,60.09
24-02-2024 12:03:00,61.43
24-02-2024 12:04:00,63.76
24-02-2024 12:05:00,63.97
24-02-2024 12:06:00,63.68
24-02-2024 12:07:00,62.91
24-02-2024 12:08:00,61.19
24-02-2024 12:09:00,59.87
24-02-2024 12:10:00,58.4
24-02-2024 12:11:00,56.37
24-02-2024 12:12:00,56.6
24-02-2024 12:13:00,59.69
24-02-2024 12:14:00,61.24
24-02-2024 12:15:00,63.99
24-02-2024 12:16:00,63.04
24-02-2024 12:17:00,59.13
24-02-2024 12:18:00,56.05
24-02-2024 12:19:00,57.25
24-02-2024 12:20:00,59.08
24-02-2024 12:21:00,62.15
24-02-2024 12:22:00,61.63
24-02-2024 12:23:00,60.74
24-02-2024 12:24:00,58.54
24-02-2024 12:25:00,57.86
24-02-2024 12:26:00,58.15
24-02-2024 12:27:00,57.83
24-02-2024 12:28:00,58.67
24-02-2024 12:29:00,59.19
24-02-2024 12:30:00,59.89
24-02-2024 12:31:00,60.59
24-02-2024 12:32:00,59.37
24-02-2024 12:33:00,58.74
24-02-2024 12:34:00,58.2
24-02-2024 12:35:00,58.22
24-02-2024 12:36:00,60.02
24-02-2024 12:37:00,59.39
24-02-2024 12:38:00,58.91
24-02-2024 12:39:00,57.82
24-02-2024 12:40:00,57.41
24-02-2024 12:41:00,57.24
24-02-2024 12:42:00,56.62
24-02-2024 12:43:00,56.37
24-02-2024 12:44:00,55.59
24-02-2024 12:45:00,56.15
24-02-2024 12:46:00,57.41
24-02-2024 12:47:00,58.17
24-02-2024 12:48:00,54.22
24-02-2024 12:49:00,52.85
24-02-2024 12:50:00,52.84
24-02-2024 12:51:00,53.3
24-02-2024 12:52:00,54.19
24-02-2024 12:53:00,53.65
24-02-2024 12:54:00,53.29
24-02-2024 12:55:00,53.52
24-02-2024 12:56:00,54.6
24-02-2024 12:57:00,56.48
24-02-2024 12:58:00,57.86
24-02-2024 12:59:00,58.45
24-02-2024 13:00:00,59.79
24-02-2024 13:01:00,60.31
24-02-2024 13:02:00,60.35
24-02-2024 13:03:00,59.85
24-02-2024 13:04:00,58.33
24-02-2024 13:05:00,58.12
24-02-2024 13:06:00,58.66
24-02-2024 13:07:00,59.92
24-02-2024 13:08:00,61.42
24-02-2024 13:09:00,62.5
24-02-2024 13:10:00,63.06
24-02-2024 13:11:00,63.18
24-02-2024 13:12:00,61.92
24-02-2024 13:13:00,60.61
24-02-2024 13:14:00,54.79
24-02-2024 13:15:00,54.76
24-02-2024 13:16:00,57.03
24-02-2024 13:17:00,57.84
24-02-2024 13:18:00,60.84
24-02-2024 13:19:00,59.6
24-02-2024 13:20:00,57.73
24-02-2024 13:21:00,58.21
24-02-2024 13:22:00,59.08
24-02-2024 13:23:00,59.79
24-02-2024 13:24:00,60.53
24-02-2024 13:25:00,60.1
24-02-2024 13:26:00,60.71
24-02-2024 13:27:00,61.52
24-02-2024 13:28:00,61.48
24-02-2024 13:29:00,61.3
24-02-2024 13:30:00,61.48
24-02-2024 13:31:00,61.92
24-02-2024 13:32:00,62.24
24-02-2024 13:33:00,60.86
24-02-2024 13:34:00,57.27
24-02-2024 13:35:00,54.99
24-02-2024 13:36:00,51.51
24-02-2024 13:37:00,53.46
24-02-2024 13:38:00,58.36
24-02-2024 13:39:00,60.05
24-02-2024 13:40:00,53.39
24-02-2024 13:41:00,50.91
24-02-2024 13:42:00,51.3
