dt_time,op1,op2,temp,humidity
2024-02-28 00:38:00,261.0,231.0,22.4,66.4
2024-02-28 00:39:00,260.0,231.0,22.4,66.4
2024-02-28 00:40:00,262.0,231.0,22.4,66.4
2024-02-28 00:41:00,261.0,231.0,22.4,66.4
2024-02-28 00:42:00,260.0,231.0,22.3,66.7
2024-02-28 00:43:00,261.0,231.0,22.3,66.7
2024-02-28 00:44:00,261.0,231.0,22.3,66.8
2024-02-28 00:45:00,261.0,231.0,22.3,66.8
2024-02-28 00:46:00,261.0,231.0,22.3,66.8
2024-02-28 00:47:00,260.0,231.0,22.3,67.0
2024-02-28 00:48:00,260.0,231.0,22.3,67.0
2024-02-28 00:49:00,260.0,231.0,22.3,67.0
2024-02-28 00:50:00,259.0,231.0,22.3,67.0
2024-02-28 00:51:00,259.0,231.0,22.3,67.0
2024-02-28 00:52:00,260.0,231.0,22.2,67.4
2024-02-28 00:53:00,260.0,231.0,22.2,67.4
2024-02-28 00:54:00,260.0,231.0,22.1,67.7
2024-02-28 00:55:00,260.0,231.0,22.2,67.6
2024-02-28 00:56:00,260.0,231.0,22.2,67.7
2024-02-28 00:57:00,260.0,231.0,22.2,67.7
2024-02-28 00:58:00,260.0,231.0,22.1,68.0
2024-02-28 00:59:00,259.0,231.0,22.1,68.0
2024-02-28 01:00:00,260.0,231.0,22.1,67.9
2024-02-28 01:01:00,258.0,231.0,22.1,67.9
2024-02-28 01:02:00,260.0,231.0,22.1,67.9
2024-02-28 01:03:00,258.0,231.0,22.1,68.1
2024-02-28 01:04:00,258.0,231.0,22.1,68.0
2024-02-28 01:05:00,259.0,231.0,22.1,68.0
2024-02-28 01:06:00,260.0,231.0,22.0,68.1
2024-02-28 01:07:00,260.0,231.0,22.0,68.1
2024-02-28 01:08:00,260.0,231.0,22.0,68.3
2024-02-28 01:09:00,259.0,231.0,22.0,68.3
2024-02-28 01:10:00,259.0,231.0,22.0,68.2
2024-02-28 01:11:00,258.0,231.0,22.0,68.2
2024-02-28 01:12:00,258.0,225.0,22.0,68.0
2024-02-28 01:13:00,258.0,231.0,22.1,68.1
2024-02-28 01:14:00,259.0,231.0,22.0,68.2
2024-02-28 01:15:00,258.0,231.0,22.0,68.3
2024-02-28 01:16:00,258.0,231.0,22.0,68.3
2024-02-28 01:17:00,260.0,231.0,22.0,68.3
2024-02-28 01:18:00,259.0,231.0,22.0,68.3
2024-02-28 01:19:00,259.0,231.0,22.0,68.6
2024-02-28 01:20:00,258.0,231.0,22.0,68.7
2024-02-28 01:21:00,258.0,231.0,22.0,68.7
2024-02-28 01:22:00,258.0,231.0,22.0,68.7
2024-02-28 01:23:00,258.0,231.0,22.0,68.7
2024-02-28 01:24:00,257.0,231.0,22.0,68.7
2024-02-28 01:25:00,258.0,231.0,22.0,68.7
2024-02-28 01:26:00,258.0,231.0,22.0,68.7
2024-02-28 01:27:00,259.0,231.0,22.0,68.7
2024-02-28 01:28:00,257.0,231.0,22.0,68.7
2024-02-28 01:29:00,257.0,231.0,22.0,68.7
2024-02-28 01:30:00,258.0,231.0,21.9,68.7
2024-02-28 01:31:00,258.0,231.0,21.9,68.7
2024-02-28 01:32:00,258.0,231.0,21.9,68.9
2024-02-28 01:33:00,256.0,231.0,21.9,69.0
2024-02-28 01:34:00,257.0,231.0,21.9,69.0
2024-02-28 01:35:00,257.0,231.0,21.9,69.0
2024-02-28 01:36:00,256.0,231.0,21.9,69.0
2024-02-28 01:37:00,257.0,231.0,21.9,69.0
2024-02-28 01:38:00,257.0,231.0,21.9,69.0
2024-02-28 01:39:00,258.0,231.0,21.9,69.5
2024-02-28 01:40:00,257.0,231.0,21.9,69.5
2024-02-28 01:41:00,256.0,231.0,21.9,69.5
2024-02-28 01:42:00,257.0,231.0,21.9,69.5
2024-02-28 01:43:00,257.0,231.0,21.8,70.1
2024-02-28 01:44:00,257.0,231.0,21.8,70.1
2024-02-28 01:45:00,258.0,231.0,21.8,70.3
2024-02-28 01:46:00,258.0,231.0,21.8,70.3
2024-02-28 01:47:00,258.0,231.0,21.7,70.5
2024-02-28 01:48:00,257.0,231.0,21.7,70.6
2024-02-28 01:49:00,258.0,231.0,21.7,70.6
2024-02-28 01:50:00,258.0,231.0,21.7,70.6
2024-02-28 01:51:00,258.0,231.0,21.7,70.7
2024-02-28 01:52:00,258.0,231.0,21.7,70.8
2024-02-28 01:53:00,258.0,231.0,21.6,70.8
2024-02-28 01:54:00,258.0,231.0,21.6,70.8
2024-02-28 01:55:00,257.0,231.0,21.6,70.8
2024-02-28 01:56:00,258.0,231.0,21.6,70.9
2024-02-28 01:57:00,259.0,231.0,21.6,70.9
2024-02-28 01:58:00,259.0,231.0,21.6,71.2
2024-02-28 01:59:00,259.0,231.0,21.6,71.2
2024-02-28 02:00:00,257.0,231.0,21.6,71.2
2024-02-28 02:01:00,258.0,231.0,21.6,71.2
2024-02-28 02:02:00,258.0,231.0,21.6,71.2
2024-02-28 02:03:00,258.0,231.0,21.6,71.2
2024-02-28 02:04:00,258.0,231.0,21.5,71.5
2024-02-28 02:05:00,258.0,231.0,21.5,71.4
2024-02-28 02:06:00,257.0,231.0,21.5,71.5
2024-02-28 02:07:00,259.0,231.0,21.5,71.5
2024-02-28 02:08:00,257.0,231.0,21.5,71.6
2024-02-28 02:09:00,258.0,231.0,21.5,71.5
2024-02-28 02:10:00,259.0,231.0,21.4,71.6
2024-02-28 02:11:00,257.0,231.0,21.5,71.6
2024-02-28 02:12:00,257.0,231.0,21.5,71.6
2024-02-28 02:13:00,257.0,231.0,21.5,71.6
2024-02-28 02:14:00,258.0,231.0,21.5,71.6
2024-02-28 02:15:00,258.0,231.0,21.4,71.7
2024-02-28 02:16:00,259.0,231.0,21.4,71.7
2024-02-28 02:17:00,258.0,231.0,21.4,71.7
2024-02-28 02:18:00,257.0,231.0,21.4,71.9
2024-02-28 02:19:00,257.0,231.0,21.4,71.9
2024-02-28 02:20:00,257.0,231.0,21.4,71.9
2024-02-28 02:21:00,,,,
2024-02-28 02:22:00,257.0,231.0,21.4,71.9
2024-02-28 02:23:00,258.0,231.0,21.4,71.9
2024-02-28 02:24:00,258.0,231.0,21.4,71.9
2024-02-28 02:25:00,258.0,231.0,21.4,72.0
2024-02-28 02:26:00,256.0,231.0,21.4,72.1
2024-02-28 02:27:00,257.0,232.0,21.4,72.0
2024-02-28 02:28:00,258.0,231.0,21.4,72.1
2024-02-28 02:29:00,255.0,231.0,21.4,72.1
2024-02-28 02:30:00,257.0,231.0,21.4,72.2
2024-02-28 02:31:00,257.0,231.0,21.4,72.2
2024-02-28 02:32:00,257.0,231.0,21.4,72.2
2024-02-28 02:33:00,256.0,231.0,21.4,72.2
2024-02-28 02:34:00,257.0,231.0,21.4,72.2
2024-02-28 02:35:00,257.0,231.0,21.3,72.6
2024-02-28 02:36:00,257.0,231.0,21.3,72.6
2024-02-28 02:37:00,,,,
2024-02-28 02:38:00,258.0,231.0,21.3,72.6
2024-02-28 02:39:00,257.0,231.0,21.3,72.9
2024-02-28 02:40:00,258.0,231.0,21.3,72.9
2024-02-28 02:41:00,257.0,231.0,21.3,73.1
2024-02-28 02:42:00,256.0,231.0,21.3,73.1
2024-02-28 02:43:00,257.0,231.0,21.3,73.1
2024-02-28 02:44:00,257.0,231.0,21.2,73.1
2024-02-28 02:45:00,257.0,231.0,21.3,73.1
2024-02-28 02:46:00,,,,
2024-02-28 02:47:00,256.0,231.0,21.3,72.9
2024-02-28 02:48:00,256.0,231.0,21.3,72.8
2024-02-28 02:49:00,256.0,231.0,21.3,72.8
2024-02-28 02:50:00,256.0,231.0,21.3,72.9
2024-02-28 02:51:00,257.0,231.0,21.2,72.8
2024-02-28 02:52:00,257.0,231.0,21.2,72.8
2024-02-28 02:53:00,256.0,231.0,21.2,72.8
2024-02-28 02:54:00,257.0,231.0,21.2,72.8
2024-02-28 02:55:00,256.0,231.0,21.2,72.8
2024-02-28 02:56:00,256.0,231.0,21.2,72.8
2024-02-28 02:57:00,256.0,231.0,21.1,72.9
2024-02-28 02:58:00,257.0,232.0,21.2,72.9
2024-02-28 02:59:00,256.0,231.0,21.2,72.8
2024-02-28 03:00:00,255.0,231.0,21.2,72.8
2024-02-28 03:01:00,255.0,231.0,21.2,72.7
2024-02-28 03:02:00,256.0,231.0,21.2,72.7
2024-02-28 03:03:00,257.0,231.0,21.2,72.7
2024-02-28 03:04:00,256.0,231.0,21.1,72.7
2024-02-28 03:05:00,258.0,231.0,21.2,72.8
2024-02-28 03:06:00,256.0,231.0,21.2,72.8
2024-02-28 03:07:00,256.0,231.0,21.2,72.8
2024-02-28 03:08:00,257.0,231.0,21.1,73.2
2024-02-28 03:09:00,257.0,231.0,21.1,73.2
2024-02-28 03:10:00,256.0,231.0,21.1,73.2
2024-02-28 03:11:00,256.0,231.0,21.1,73.2
2024-02-28 03:12:00,255.0,231.0,21.1,73.2
2024-02-28 03:13:00,256.0,231.0,21.1,73.2
2024-02-28 03:14:00,255.0,232.0,21.1,73.0
2024-02-28 03:15:00,256.0,231.0,21.1,73.1
2024-02-28 03:16:00,256.0,231.0,21.1,73.4
2024-02-28 03:17:00,255.0,231.0,21.1,73.3
2024-02-28 03:18:00,256.0,232.0,21.1,73.5
2024-02-28 03:19:00,,,,
2024-02-28 03:20:00,,,,
2024-02-28 03:21:00,257.0,231.0,21.1,73.5
2024-02-28 03:22:00,256.0,231.0,21.0,73.7
2024-02-28 03:23:00,256.0,231.0,21.0,73.8
2024-02-28 03:24:00,255.0,232.0,21.0,73.8
2024-02-28 03:25:00,258.0,231.0,21.0,73.8
2024-02-28 03:26:00,256.0,231.0,21.0,73.7
2024-02-28 03:27:00,256.0,231.0,21.0,73.7
2024-02-28 03:28:00,256.0,231.0,21.0,73.8
2024-02-28 03:29:00,257.0,231.0,21.0,73.8
2024-02-28 03:30:00,255.0,232.0,21.0,73.8
2024-02-28 03:31:00,255.0,231.0,21.0,73.8
2024-02-28 03:32:00,255.0,231.0,21.0,73.8
2024-02-28 03:33:00,256.0,231.0,21.0,73.9
2024-02-28 03:34:00,256.0,231.0,21.0,73.9
2024-02-28 03:35:00,256.0,231.0,20.9,74.1
2024-02-28 03:36:00,257.0,231.0,20.9,74.1
2024-02-28 03:37:00,256.0,231.0,20.9,74.3
2024-02-28 03:38:00,255.0,231.0,20.9,74.3
2024-02-28 03:39:00,255.0,231.0,20.9,74.3
2024-02-28 03:40:00,257.0,232.0,20.9,74.3
2024-02-28 03:41:00,255.0,231.0,20.9,74.3
2024-02-28 03:42:00,257.0,231.0,20.9,74.3
2024-02-28 03:43:00,256.0,231.0,20.8,74.5
2024-02-28 03:44:00,256.0,231.0,20.8,74.5
2024-02-28 03:45:00,255.0,231.0,20.8,74.5
2024-02-28 03:46:00,255.0,231.0,20.8,74.6
2024-02-28 03:47:00,255.0,231.0,20.8,74.7
2024-02-28 03:48:00,254.0,232.0,20.8,74.7
2024-02-28 03:49:00,255.0,231.0,20.8,74.7
2024-02-28 03:50:00,255.0,231.0,20.8,74.7
2024-02-28 03:51:00,256.0,231.0,20.8,74.6
2024-02-28 03:52:00,255.0,231.0,20.8,74.6
2024-02-28 03:53:00,255.0,232.0,20.8,74.6
2024-02-28 03:54:00,255.0,231.0,20.8,74.5
2024-02-28 03:55:00,257.0,231.0,20.7,74.6
2024-02-28 03:56:00,255.0,231.0,20.7,74.7
2024-02-28 03:57:00,255.0,231.0,20.7,74.7
2024-02-28 03:58:00,256.0,231.0,20.7,74.7
2024-02-28 03:59:00,254.0,231.0,20.7,74.7
2024-02-28 04:00:00,256.0,231.0,20.7,74.7
2024-02-28 04:01:00,256.0,231.0,20.7,74.7
2024-02-28 04:02:00,256.0,231.0,20.7,74.7
2024-02-28 04:03:00,255.0,231.0,20.7,74.7
2024-02-28 04:04:00,255.0,231.0,20.7,74.7
2024-02-28 04:05:00,254.0,231.0,20.7,74.7
2024-02-28 04:06:00,254.0,231.0,20.7,74.7
2024-02-28 04:07:00,255.0,231.0,20.7,74.8
2024-02-28 04:08:00,255.0,231.0,20.7,74.9
2024-02-28 04:09:00,255.0,232.0,20.7,74.9
2024-02-28 04:10:00,254.0,232.0,20.7,74.9
2024-02-28 04:11:00,254.0,231.0,20.7,75.0
2024-02-28 04:12:00,255.0,231.0,20.7,75.0
2024-02-28 04:13:00,254.0,231.0,20.7,75.0
2024-02-28 04:14:00,256.0,232.0,20.7,75.1
2024-02-28 04:15:00,255.0,231.0,20.7,75.1
2024-02-28 04:16:00,255.0,232.0,20.6,75.5
2024-02-28 04:17:00,255.0,232.0,20.6,75.5
2024-02-28 04:18:00,255.0,231.0,20.6,75.5
2024-02-28 04:19:00,254.0,231.0,20.6,75.7
2024-02-28 04:20:00,255.0,232.0,20.6,75.7
2024-02-28 04:21:00,256.0,232.0,20.6,75.7
2024-02-28 04:22:00,255.0,232.0,20.5,76.0
2024-02-28 04:23:00,255.0,231.0,20.5,76.1
2024-02-28 04:24:00,,,,
2024-02-28 04:25:00,256.0,232.0,20.5,76.1
2024-02-28 04:26:00,254.0,231.0,20.5,76.3
2024-02-28 04:27:00,,,,
2024-02-28 04:28:00,255.0,231.0,20.5,76.3
2024-02-28 04:29:00,254.0,231.0,20.5,76.3
2024-02-28 04:30:00,255.0,232.0,20.5,76.3
2024-02-28 04:31:00,255.0,232.0,20.5,76.3
2024-02-28 04:32:00,255.0,232.0,20.5,76.4
2024-02-28 04:33:00,255.0,231.0,20.5,76.4
2024-02-28 04:34:00,255.0,232.0,20.4,76.6
2024-02-28 04:35:00,254.0,232.0,20.4,76.6
2024-02-28 04:36:00,253.0,232.0,20.4,76.6
2024-02-28 04:37:00,255.0,232.0,20.4,76.5
2024-02-28 04:38:00,254.0,231.0,20.4,76.5
2024-02-28 04:39:00,255.0,232.0,20.4,76.4
2024-02-28 04:40:00,255.0,232.0,20.4,76.4
2024-02-28 04:41:00,252.0,232.0,20.5,76.3
2024-02-28 04:42:00,254.0,232.0,20.5,76.3
2024-02-28 04:43:00,255.0,231.0,20.5,76.3
2024-02-28 04:44:00,255.0,232.0,20.5,76.3
2024-02-28 04:45:00,255.0,232.0,20.4,76.2
2024-02-28 04:46:00,254.0,232.0,20.5,76.2
2024-02-28 04:47:00,254.0,231.0,20.5,76.2
2024-02-28 04:48:00,255.0,232.0,20.5,76.2
2024-02-28 04:49:00,255.0,232.0,20.5,76.2
2024-02-28 04:50:00,256.0,232.0,20.5,76.2
2024-02-28 04:51:00,255.0,232.0,20.5,76.2
2024-02-28 04:52:00,254.0,231.0,20.4,76.5
2024-02-28 04:53:00,255.0,232.0,20.4,76.5
2024-02-28 04:54:00,254.0,232.0,20.4,76.5
2024-02-28 04:55:00,255.0,232.0,20.4,76.5
2024-02-28 04:56:00,254.0,231.0,20.4,76.4
2024-02-28 04:57:00,255.0,232.0,20.4,76.4
2024-02-28 04:58:00,254.0,232.0,20.4,76.6
2024-02-28 04:59:00,256.0,232.0,20.4,76.6
2024-02-28 05:00:00,255.0,232.0,20.4,76.7
2024-02-28 05:01:00,254.0,232.0,20.3,76.8
2024-02-28 05:02:00,254.0,232.0,20.4,76.9
2024-02-28 05:03:00,254.0,232.0,20.4,76.9
2024-02-28 05:04:00,253.0,231.0,20.4,76.9
2024-02-28 05:05:00,254.0,232.0,20.4,76.9
2024-02-28 05:06:00,254.0,232.0,20.4,76.9
2024-02-28 05:07:00,255.0,232.0,20.3,77.0
2024-02-28 05:08:00,254.0,232.0,20.3,77.1
2024-02-28 05:09:00,254.0,231.0,20.3,77.2
2024-02-28 05:10:00,254.0,231.0,20.3,77.2
2024-02-28 05:11:00,255.0,232.0,20.3,77.3
2024-02-28 05:12:00,254.0,232.0,20.2,77.4
2024-02-28 05:13:00,254.0,232.0,20.2,77.7
2024-02-28 05:14:00,254.0,231.0,20.2,77.6
2024-02-28 05:15:00,255.0,232.0,20.1,77.7
2024-02-28 05:16:00,254.0,232.0,20.1,77.7
2024-02-28 05:17:00,253.0,232.0,20.1,78.0
2024-02-28 05:18:00,253.0,232.0,20.1,78.0
2024-02-28 05:19:00,254.0,232.0,20.1,78.0
2024-02-28 05:20:00,253.0,231.0,20.1,78.0
2024-02-28 05:21:00,253.0,231.0,20.2,77.9
2024-02-28 05:22:00,255.0,231.0,20.2,77.8
2024-02-28 05:23:00,254.0,232.0,20.2,77.8
2024-02-28 05:24:00,254.0,232.0,20.2,77.8
2024-02-28 05:25:00,255.0,232.0,20.1,78.1
2024-02-28 05:26:00,254.0,232.0,20.1,78.1
2024-02-28 05:27:00,255.0,232.0,20.1,78.1
2024-02-28 05:28:00,253.0,232.0,20.1,78.1
2024-02-28 05:29:00,254.0,232.0,20.1,78.2
2024-02-28 05:30:00,253.0,232.0,20.1,78.3
2024-02-28 05:31:00,254.0,232.0,20.1,78.4
2024-02-28 05:32:00,254.0,232.0,20.1,78.4
2024-02-28 05:33:00,253.0,232.0,20.1,78.4
2024-02-28 05:34:00,254.0,232.0,20.1,78.4
2024-02-28 05:35:00,253.0,232.0,20.1,78.5
2024-02-28 05:36:00,254.0,232.0,20.1,78.5
2024-02-28 05:37:00,254.0,232.0,20.1,78.6
2024-02-28 05:38:00,254.0,232.0,20.0,78.6
2024-02-28 05:39:00,254.0,232.0,20.0,78.7
2024-02-28 05:40:00,253.0,232.0,20.0,78.7
2024-02-28 05:41:00,252.0,232.0,20.0,78.7
2024-02-28 05:42:00,255.0,232.0,20.0,78.6
2024-02-28 05:43:00,253.0,232.0,20.0,79.0
2024-02-28 05:44:00,253.0,232.0,20.0,79.0
2024-02-28 05:45:00,254.0,232.0,20.0,79.0
2024-02-28 05:46:00,254.0,232.0,20.0,79.0
2024-02-28 05:47:00,253.0,232.0,20.0,79.1
2024-02-28 05:48:00,255.0,232.0,19.9,79.1
2024-02-28 05:49:00,253.0,232.0,19.9,79.0
2024-02-28 05:50:00,254.0,232.0,19.9,79.0
2024-02-28 05:51:00,254.0,232.0,19.9,79.0
2024-02-28 05:52:00,254.0,232.0,19.9,79.0
2024-02-28 05:53:00,254.0,232.0,19.9,79.0
2024-02-28 05:54:00,252.0,232.0,19.9,79.0
2024-02-28 05:55:00,254.0,232.0,19.8,79.1
2024-02-28 05:56:00,253.0,232.0,19.8,79.1
2024-02-28 05:57:00,254.0,232.0,19.8,79.1
2024-02-28 05:58:00,254.0,232.0,19.8,79.1
2024-02-28 05:59:00,253.0,232.0,19.8,79.2
2024-02-28 06:00:00,254.0,232.0,19.8,79.2
2024-02-28 06:01:00,253.0,232.0,19.8,79.4
2024-02-28 06:02:00,252.0,232.0,19.8,79.6
2024-02-28 06:03:00,254.0,232.0,19.8,79.5
2024-02-28 06:04:00,254.0,232.0,19.8,79.5
2024-02-28 06:05:00,254.0,232.0,19.8,79.5
2024-02-28 06:06:00,253.0,232.0,19.8,79.5
2024-02-28 06:07:00,253.0,232.0,19.8,79.5
2024-02-28 06:08:00,253.0,232.0,19.7,79.8
2024-02-28 06:09:00,253.0,232.0,19.7,79.8
2024-02-28 06:10:00,253.0,232.0,19.7,79.8
2024-02-28 06:11:00,253.0,232.0,19.7,79.8
2024-02-28 06:12:00,253.0,232.0,19.7,79.7
2024-02-28 06:13:00,253.0,232.0,19.7,79.7
2024-02-28 06:14:00,254.0,232.0,19.7,79.7
2024-02-28 06:15:00,253.0,232.0,19.6,79.8
2024-02-28 06:16:00,253.0,232.0,19.6,79.9
2024-02-28 06:17:00,253.0,232.0,19.6,79.9
2024-02-28 06:18:00,252.0,232.0,19.6,79.9
2024-02-28 06:19:00,253.0,232.0,19.6,79.9
2024-02-28 06:20:00,253.0,232.0,19.6,79.8
2024-02-28 06:21:00,253.0,232.0,19.6,79.8
2024-02-28 06:22:00,252.0,232.0,19.6,79.8
2024-02-28 06:23:00,252.0,232.0,19.6,79.8
2024-02-28 06:24:00,253.0,232.0,19.6,79.8
2024-02-28 06:25:00,252.0,232.0,19.6,79.8
2024-02-28 06:26:00,252.0,232.0,19.5,79.9
2024-02-28 06:27:00,254.0,232.0,19.5,79.9
2024-02-28 06:28:00,252.0,232.0,19.4,80.1
2024-02-28 06:29:00,253.0,232.0,19.4,80.1
2024-02-28 06:30:00,253.0,232.0,19.4,80.1
2024-02-28 06:31:00,252.0,232.0,19.4,80.2
2024-02-28 06:32:00,252.0,232.0,19.4,80.4
2024-02-28 06:33:00,253.0,232.0,19.4,80.4
2024-02-28 06:34:00,254.0,232.0,19.4,80.4
2024-02-28 06:35:00,251.0,232.0,19.4,80.6
2024-02-28 06:36:00,253.0,232.0,19.3,80.5
2024-02-28 06:37:00,252.0,232.0,19.4,80.5
2024-02-28 06:38:00,253.0,232.0,19.5,80.4
2024-02-28 06:39:00,253.0,232.0,19.5,80.5
2024-02-28 06:40:00,252.0,232.0,19.5,80.5
2024-02-28 06:41:00,253.0,232.0,19.5,80.5
2024-02-28 06:42:00,254.0,232.0,19.5,80.5
2024-02-28 06:43:00,252.0,232.0,19.4,80.6
2024-02-28 06:44:00,252.0,232.0,19.4,80.6
2024-02-28 06:45:00,251.0,232.0,19.4,80.4
2024-02-28 06:46:00,254.0,232.0,19.5,80.2
2024-02-28 06:47:00,253.0,232.0,19.4,80.1
2024-02-28 06:48:00,251.0,232.0,19.5,80.1
2024-02-28 06:49:00,252.0,232.0,19.5,80.1
2024-02-28 06:50:00,252.0,232.0,19.5,80.1
2024-02-28 06:51:00,253.0,232.0,19.5,80.0
2024-02-28 06:52:00,252.0,232.0,19.4,80.1
2024-02-28 06:53:00,252.0,232.0,19.4,80.1
2024-02-28 06:54:00,253.0,232.0,19.5,80.1
2024-02-28 06:55:00,252.0,232.0,19.5,80.1
2024-02-28 06:56:00,253.0,232.0,19.5,80.0
2024-02-28 06:57:00,252.0,232.0,19.5,80.0
2024-02-28 06:58:00,252.0,232.0,19.5,79.8
2024-02-28 06:59:00,253.0,232.0,19.5,79.8
2024-02-28 07:00:00,252.0,232.0,19.5,79.5
2024-02-28 07:01:00,252.0,232.0,19.6,79.3
2024-02-28 07:02:00,254.0,232.0,19.6,79.3
2024-02-28 07:03:00,252.0,232.0,19.6,79.4
2024-02-28 07:04:00,251.0,232.0,19.6,79.4
2024-02-28 07:05:00,252.0,232.0,19.6,79.4
2024-02-28 07:06:00,251.0,232.0,19.7,79.1
2024-02-28 07:07:00,252.0,232.0,19.7,79.1
2024-02-28 07:08:00,251.0,232.0,19.7,79.1
2024-02-28 07:09:00,251.0,232.0,19.7,78.9
2024-02-28 07:10:00,252.0,232.0,19.7,78.6
2024-02-28 07:11:00,,,,
2024-02-28 07:12:00,251.0,232.0,19.8,78.5
2024-02-28 07:13:00,,,,
2024-02-28 07:14:00,252.0,232.0,19.8,78.4
2024-02-28 07:15:00,251.0,232.0,19.8,78.4
2024-02-28 07:16:00,,,,
2024-02-28 07:17:00,250.0,232.0,20.0,77.8
2024-02-28 07:18:00,251.0,232.0,20.0,77.3
2024-02-28 07:19:00,,,,
2024-02-28 07:20:00,250.0,232.0,20.0,77.2
2024-02-28 07:21:00,251.0,232.0,20.1,77.0
2024-02-28 07:22:00,251.0,232.0,20.1,77.0
2024-02-28 07:23:00,251.0,232.0,20.1,76.8
2024-02-28 07:24:00,251.0,232.0,20.1,76.8
2024-02-28 07:25:00,250.0,232.0,20.2,76.7
2024-02-28 07:26:00,251.0,232.0,20.2,76.4
2024-02-28 07:27:00,251.0,232.0,20.2,76.4
2024-02-28 07:28:00,249.0,232.0,20.2,76.4
2024-02-28 07:29:00,251.0,232.0,20.3,76.2
2024-02-28 07:30:00,250.0,232.0,20.3,76.2
2024-02-28 07:31:00,250.0,232.0,20.4,75.8
2024-02-28 07:32:00,251.0,232.0,20.4,75.7
2024-02-28 07:33:00,250.0,232.0,20.5,75.4
2024-02-28 07:34:00,250.0,232.0,20.5,75.4
2024-02-28 07:35:00,250.0,232.0,20.5,75.3
2024-02-28 07:36:00,250.0,232.0,20.6,75.1
2024-02-28 07:37:00,250.0,232.0,20.6,75.1
2024-02-28 07:38:00,251.0,232.0,20.8,74.3
2024-02-28 07:39:00,251.0,232.0,20.9,73.7
2024-02-28 07:40:00,251.0,232.0,20.9,73.5
2024-02-28 07:41:00,250.0,232.0,20.9,73.5
2024-02-28 07:42:00,251.0,232.0,20.9,73.5
2024-02-28 07:43:00,251.0,232.0,21.2,72.2
2024-02-28 07:44:00,251.0,232.0,21.2,72.1
2024-02-28 07:45:00,250.0,232.0,21.4,71.5
2024-02-28 07:46:00,252.0,232.0,21.4,71.5
2024-02-28 07:47:00,251.0,232.0,21.4,71.5
2024-02-28 07:48:00,251.0,232.0,21.6,70.3
2024-02-28 07:49:00,251.0,232.0,21.6,70.2
2024-02-28 07:50:00,251.0,232.0,21.8,70.0
2024-02-28 07:51:00,250.0,232.0,21.8,70.0
2024-02-28 07:52:00,252.0,232.0,21.8,70.0
2024-02-28 07:53:00,252.0,232.0,22.0,68.9
2024-02-28 07:54:00,251.0,232.0,22.0,68.9
2024-02-28 07:55:00,252.0,232.0,22.2,67.9
2024-02-28 07:56:00,252.0,232.0,22.3,67.7
2024-02-28 07:57:00,251.0,232.0,22.4,67.4
2024-02-28 07:58:00,251.0,232.0,22.4,67.4
2024-02-28 07:59:00,251.0,232.0,22.5,66.7
2024-02-28 08:00:00,252.0,232.0,22.6,66.6
2024-02-28 08:01:00,251.0,232.0,22.6,66.6
2024-02-28 08:02:00,251.0,232.0,22.6,66.6
2024-02-28 08:03:00,251.0,232.0,22.8,66.0
2024-02-28 08:04:00,251.0,232.0,22.9,65.6
2024-02-28 08:05:00,251.0,232.0,23.0,65.5
